epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.30131,0,8.05272,0,0,0,0,0,0,6.28958,0,0,0,0
2,2.55784,0,8.0833,0,0,0,0,0,0,6.29464,0,6.7e-06,6.7e-06,6.7e-06
3,3.77487,0,8.05138,0,0,0,0,0,0,6.29464,0,6.8e-06,6.8e-06,6.8e-06
